fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,fea_12,fea_13,fea_14,fea_15,fea_16,fea_17,fea_18,fea_19,fea_20,fea_21,fea_22,fea_23,fea_24,fea_25,fea_26,fea_27,fea_28,fea_29,fea_30,fea_31,fea_32,fea_33,fea_34,fea_35,fea_36,fea_37,fea_38,fea_39,fea_40,fea_41,fea_42,fea_43,fea_44,fea_45,fea_46,fea_47,fea_48,fea_49,fea_50,fea_51,fea_52,fea_53,fea_54,fea_55,fea_56,fea_57,fea_58,fea_59,fea_60,fea_61,fea_62,fea_63,fea_64,fea_65,fea_66,fea_67,fea_68,fea_69,fea_70,fea_71,fea_72,fea_73,fea_74,fea_75,fea_76,fea_77,fea_78,fea_79,fea_80,fea_81,fea_82,fea_83,fea_84,fea_85,fea_86,fea_87,fea_88,fea_89,fea_90,fea_91,fea_92,fea_93,fea_94,fea_95,fea_96,fea_97,fea_98,fea_99,fea_100,drugbank_id
0.4766004330214958,0.40963064090645956,0.21106352047098914,0.44189953847684704,0.48632164452533794,0.1948445695936048,0.1547795182187245,0.45425435895808114,0.6816812886449066,0.5309309051850151,0.46061559759050197,0.44098719771828565,0.5107013095378713,0.36268650003398006,0.3467489633294969,0.6662703906560257,0.7667084431639732,0.5048082573919066,0.34256573992204786,0.4043479238976581,0.8065161172811266,0.18851764033425425,0.0,0.6340210026063946,0.40705909005658547,0.6293717474352081,0.33469112165542025,0.2848083968220248,0.24102172717893366,0.5148945127647988,0.6071571761396726,0.44482084767287133,0.5003802072032058,0.48322669829099796,0.6002333294886151,0.5215277444866044,0.34909796828104345,0.23081186730632525,0.5207569605790704,0.35626068958475965,0.5503734383668893,0.32959753763793176,0.3169783857910502,0.2036045875005482,0.5416883044518301,0.5116511487101109,0.3056351560734686,0.32628109730502164,0.2405314836779612,0.350596556880543,0.3736940932827763,0.3936636945714033,0.2774544347797269,0.41792413284954566,0.42427791768579876,0.30379671953817355,0.4382263096325109,0.6382855578934427,0.16635619605570098,0.3592093241879882,0.5210365942997335,0.2948265544113989,0.47131209668822316,0.3789836401758541,0.15982786922811099,0.7023567653959945,0.4666461504489938,0.3329447295185016,0.0,0.32478213249067833,0.5698393772385036,0.6091682199609969,0.31308223323322026,0.41798286363430304,0.6668146224777651,0.43947482539671845,0.45518397005275785,0.15187119132993876,0.7028516944643021,0.8309148570138325,1.0,0.44578678601981836,0.4801917668437876,0.5290854910995518,0.447371830735201,0.47914170704747333,0.127333802135072,0.6208217276109373,0.49794568194831273,0.6044031658489788,0.35432329853192285,0.27806874886473887,0.3044446556651468,0.3388953094055277,0.2869842554875133,0.3070724260941793,0.2919028931959389,0.6059759090502073,0.47411273336834703,0.7350657710784079,DB00050
0.34173323742167505,0.3231927590421196,0.3210720288426743,0.3925374938690907,0.6059648194254885,0.19285292920276198,0.067796748706939,0.5060443317230492,0.376800031997537,0.582714843032156,0.36327910438560135,0.34822797903496994,0.511362480108336,0.5868535075747441,0.40444330075416013,0.40971989054177405,0.5540963100622678,0.28796853168951453,0.34103321799571296,0.5971011084245055,0.4953522231021297,0.3010685205946909,0.26929436853023936,0.609128398463503,0.5992204602938451,0.4588470002608549,0.5359856515789247,0.30377430516516407,0.19804574530566363,0.5087178366489995,0.4347696107281178,0.3339395200348151,0.42088900627342885,0.4463001509075421,0.52788139900679,0.5371482074501317,0.3460331209705942,0.517720253082639,0.371031642434626,0.45942158591430876,0.3420137064921783,0.3697228369188393,0.3697304709778462,0.19254983927632302,0.4487792773648388,0.515795354975842,0.27477030699578414,0.19662325787044366,0.38339922050213093,0.4118870812036275,0.42036491843745644,0.5494765043113026,0.3660070880284179,0.6054133958529889,0.5253934843623312,0.3661806439246594,0.6324617368746355,0.5110464336731422,0.4082739835695103,0.2479524034503803,0.5027634771462902,0.24272867424169683,0.2936753753479754,0.36762023514626585,0.8008369865931353,0.7108897163939477,0.6842608370384193,0.6327094859849312,0.12329779547799696,0.37125273984114743,0.39707896758311284,0.3549388774485113,0.2886193187261474,0.5147860995538069,0.5023460113957231,0.5301849553328957,0.3085322927895166,0.5569906439837674,0.3943139513439082,0.20540617107445058,0.6077144895851245,0.16726221632041655,0.4779386347062304,0.35850757314422765,0.4579195396785581,0.6000678716642999,0.6183467175931383,0.28587132821146594,0.6257480778594232,0.3429309044742014,0.4920520810469947,0.05673640749143688,0.5061788322037938,0.34525232777289705,0.5359541897265253,0.7041664414991873,0.41214603554649937,0.544326906050065,0.6402443187540537,0.541332753412759,DB00091
0.38546131351670554,0.49206290709236017,0.2079638537876504,0.3758942425692914,0.4607990033253962,0.19199998487326222,0.04788238250063391,0.5070428550300714,0.3606335625399842,0.21052296660430134,0.23814568280183862,0.5636675752965141,0.3696523548238585,0.5911397576636688,0.3656805700109634,0.5060149763860652,0.4807868373415466,0.39378580616530995,0.49925184096850955,0.4594478164790989,0.40849762362515607,0.21903555369980954,0.4974579851498009,0.5796489754703135,0.47794522996060285,0.40097546817470686,0.7952230071439641,0.29667719978138474,0.18336629805283675,0.45183631793417606,0.4421991959506078,0.37091329481755336,0.31097515730650843,0.3859883630816636,0.30687734812685674,0.5220532692704722,0.6046327645515241,0.4227695216302667,0.36378638069559416,0.4722341752393124,0.32229663208040465,0.3788262287055628,0.4003881937217283,0.16108303115072325,0.41395644570563755,0.4668239343658309,0.2639793114816861,0.22052073894399782,0.25615765709637756,0.41861452556778533,0.3352943051988547,0.2273702750100885,0.32724480629114827,0.3711812281236299,0.3694263634901969,0.3013824376158444,0.6186420843068777,0.45659588865010153,0.3096103312218096,0.4324043886810136,0.47427028500611196,0.4086367149823208,0.3612348754427212,0.20631482066990803,0.5183964842523506,0.30508764504265284,0.4092710598748688,0.26292474282162615,0.5425857085611141,0.6830938079360142,0.3284638138237993,0.441186809799193,0.32275899044418893,0.3982759048073799,0.47933690436326415,0.37133541955201976,0.36287461953196054,0.5186890576705954,0.24809012884615067,0.42752690761406764,0.6199573878002695,0.6896265043255747,0.623544883567516,0.4892313538240206,0.2747837563808776,0.40416613474794477,0.5303238887169918,0.27628632080730176,0.4136173154976549,0.5978554562612158,0.21144934693966094,0.9447388105701131,0.43400234389559333,0.6178274669266969,0.2290074744695326,0.23073606715110617,0.6447102687792794,0.2549984166207031,0.6093638473658377,0.5580797666306129,DB00118
0.0919371738835863,0.4337843150822325,0.3604508655242996,0.3672981403533301,0.32448519393216724,0.2908496096463661,0.07273316106818695,0.4204109049220556,0.3891957697189756,0.3973693975043353,0.3209303163886423,0.4757104583125239,0.5859350774481347,0.49383860584392175,0.4885917045268901,0.49986348076217313,0.2091130689278033,0.5255133100662548,0.37995470397912123,0.461696080104015,0.47688756594784315,0.2743203762129783,0.3965360806273923,0.6550035677838271,0.4485968769606786,0.39090280352311946,0.52924002061945,0.3410151366463304,0.18662818175062476,0.40134224880101194,0.42480383878098177,0.34790139325615543,0.3632698136962182,0.3590062572782677,0.4449783774438921,0.48153005827492573,0.5232508945360967,0.3520880340936384,0.42178343164657983,0.42501571392016824,0.4007875399816046,0.3571219366854826,0.3786033136365965,0.20778008689807928,0.406554942131642,0.48653757934435377,0.2607176986388198,0.20717657919157384,0.36880212986287275,0.4479615821615641,0.4630067128037096,0.4803600278381314,0.49109896670144826,0.5293490774924774,0.45897961944367816,0.631366937380401,0.525823206613764,0.45784970265689573,0.34520129241739,0.5234264471445756,0.47039108312732764,0.5614899689017361,0.47943111020723017,0.4705071276685741,0.4182970386924444,0.5060383908221724,0.43041614060915456,0.48784602589159204,0.5292781651367543,0.506245193813219,0.4066375752859025,0.46343878877832245,0.4345337536247682,0.4167977829846582,0.44055145193462136,0.6958082410543944,0.344522031607675,0.4003065677877227,0.48673227014540643,0.49734663048684064,0.38926611450075116,0.581995265570298,0.5355976838257471,0.48220611512792894,0.5234744835691416,0.5393663005213191,0.3398245870245985,0.40059025011137306,0.49376779206941807,0.6411032977887886,0.19485250795395143,0.41720339872903106,0.5454521936850565,0.40477334594877074,0.40155251996276997,0.5991913860632532,0.2808259285922442,0.3150935416165408,0.33566460796143965,0.3956993696870177,DB00119
0.2627958075767198,0.4759186355817751,0.30671972216987553,0.36400644418295863,0.4565221192627932,0.09488020366687372,0.04799003531104237,0.7421526804109977,0.4497292730213557,0.28617409705910657,0.4000535053223675,0.7524721576209281,0.6091127801519833,0.3289026276006942,0.7055351771928546,0.6294895162615171,0.4906537807990929,0.6903777223152269,0.43370018512766223,0.4371452997030502,0.6779742857365196,0.3157111804830951,0.28212202526393215,0.48438482063934285,0.5256885262084366,0.39692933414609355,0.3258109998298217,0.23109907479069808,0.18532112402681433,0.4171465286114017,0.4160359528204371,0.5140879451030316,0.3978380695963032,0.4698724292441569,0.41993760956363546,0.38561492189857005,0.5874983534396333,0.323891793867804,0.4950506760188266,0.44213810218758565,0.3528813702848803,0.33588049528764824,0.3307568519006819,0.2241100114478925,0.41440895181931103,0.5318921482685637,0.32371819549578723,0.26991277047215156,0.2614662478160409,0.6525150369332112,0.49996251253936785,0.4258340644858458,0.374060088672309,0.36331063306757105,0.3601298983482356,0.4294197916549063,0.6478861457304194,0.30878291421173,0.5385916991925919,0.5444017385820937,0.45346240912008945,0.3305211837049597,0.6194265127215908,0.3733455234980006,0.8888593163331597,0.46308306618308437,0.3519793287396782,0.4387071212276049,0.19623125225594182,0.43102197940609493,0.39278748625384646,0.7557240775457748,0.3250868873547007,0.3298094106053551,0.579393853046594,0.6050874629049117,0.7185918062358054,0.6719871111163966,0.341606396689501,0.2645949579515955,0.6324206114820032,0.6567134740372822,0.3400565555709028,0.3378939354820579,0.32118287445020743,0.2104149609147444,0.7482196269791868,0.3868322312833475,0.43352873277871823,0.3993676349559664,0.41850616899782866,0.19700390947875712,0.2173130389325374,0.7357882816027282,0.6438642723892254,0.33988043397953993,0.39047189318396225,0.2707985029063409,0.5027219944079051,0.5346180624781287,DB00121
0.15545681051073196,0.4400607982383299,0.2971248090922358,0.26081564587615597,0.8566159593761007,0.16363062674695486,0.07212527122820445,0.19802607324794566,0.24897585763371693,0.47940987780325117,0.28230867325662873,0.3232398693235317,0.5589809274766466,0.34698554208000354,0.16498116502924126,0.354161215575556,0.6466602991072486,0.41336000404602175,0.5356596572339887,0.4508943175801599,0.5117114512908428,0.18511166373258167,0.5241019559609594,0.8391648945115483,0.3771943319692564,0.3765014724989529,0.6279446922255495,0.07167268043045233,0.1924621072207619,0.2316443090382397,0.44909407958989567,0.5165540437223318,0.5553137071613643,0.5387655545470793,0.14506840258935766,0.3813549752492237,0.9448357019356288,0.329112504090466,0.22436318400075975,0.2621172176639579,0.7030529262395201,0.40738848464590477,0.18895085046662308,0.17821040476904484,0.22237896054146025,0.6007381799156454,0.29081540864456346,0.4231728937211032,0.06866070775047334,0.09272189317849938,0.19182909030195994,0.4130215827839623,0.6183091933356901,0.5005534725728549,0.48361950517871893,0.5696534607619795,0.3433122000885418,0.6081445918213337,0.8518056835396424,0.8506530703146238,0.5103801003842241,0.39647627927768536,0.4085998880293577,0.48660253151214916,0.7073271910304463,0.4800716330024378,0.5035429258362977,0.5688356326287449,0.47869672643251276,0.3932611874361467,0.35500634458406366,0.40446318191474195,0.39510270685536,0.5011552892402773,0.5013044144241002,0.2663457159857837,0.6140957412582452,0.48818814075870004,0.4361096577612504,0.5910008831176714,0.46353281371733324,0.49516470504131704,0.4429325489110798,0.451115852731341,0.5598525455733465,0.27577777092173006,0.54176682131502,0.5588792434794276,0.34804517916920813,0.3842436932694562,0.6216410217518025,0.5146632173686245,0.42810044057765395,0.32104691239312405,0.5822236652578449,0.4188723076617721,0.35721425395581874,0.5316002584574446,0.26648690431947475,0.6243837485983094,DB00122
0.17913797943267323,0.30163628577458684,0.38890314778151525,0.4688341187321571,0.26274432190565467,0.2426854681797385,0.03504658537276988,0.40126837224951234,0.4508681514119575,0.2259574060690118,0.3257955365233764,0.6580870231442797,0.5267597076326594,0.3801547472170342,0.26861235007525597,0.46564850979309547,0.32585473162690215,0.3044678101828926,0.2728924559887722,0.4422983602386652,0.5761749359756916,0.3539302588672637,0.38938479358481093,0.6146748871219994,0.359730831527278,0.4126909968835467,0.44034268368621887,0.29517844706793683,0.18073159468702754,0.43678614241160774,0.42994278539523845,0.4274456756091854,0.2706267175125707,0.38608175545107254,0.49431016050538085,0.4760276910607189,0.45975836693518485,0.48322305173122726,0.3756780837397058,0.4273922416819547,0.4032849336236159,0.37748900828639503,0.3101495231613454,0.1763711424190095,0.33836928604742655,0.4933926296599442,0.30873807113649393,0.27587108959003015,0.34753344679305903,0.4638809568457624,0.3186130755076446,0.46523471119042814,0.43406547197891504,0.5964660265384962,0.40153302199115426,0.36748284294717287,0.547761095072732,0.4699768502876523,0.3622278945218353,0.5675820436012601,0.47785843112790966,0.3503907542771184,0.3970562845752648,0.4689631714929505,0.6444205786517608,0.46262722343081897,0.4686253165454465,0.5874552966092822,0.3685095620513636,0.4361415971516666,0.4102773142485559,0.4606388935618198,0.3924576544690428,0.6773228842986757,0.4187368614112387,0.4834440715654487,0.5119032949843129,0.6440525462661639,0.46222748762765176,0.49203479814811285,0.5905678308772484,0.5415979964491489,0.48232095566340083,0.6467690744696171,0.6129524491329694,0.345673268034335,0.49642684376443486,0.671990660532531,0.3240210301909072,0.31906871472324766,0.4749431635398137,0.40876797145715726,0.3341433444389897,0.6024624468804594,0.32420327795914433,0.5167341869203832,0.5203557158865366,0.3227356475264477,0.7029885044451675,0.4024208393569483,DB00126
0.36800077696109434,0.6111871274323731,0.30396531235331437,0.5326664196869569,0.3404388283246392,0.25534851919703194,0.06351400838504628,0.4894377173563162,0.44307963316938126,0.04136624807903461,0.23937562717801186,0.23606210387694437,0.6801806591144566,0.08763533960845482,0.39580093738663763,0.4793078197639224,0.4225761344092025,0.4375859609939377,0.7377548535508822,0.4749388521234701,0.5072949082235748,0.30121909739960967,0.5101941564431274,0.29490459326962415,0.4723962890411561,0.44825293595322874,0.63970060966713,0.26945215970139647,0.1633331691671128,0.4518951286923038,0.36288756246296244,0.45170361518123336,0.2461840767246831,0.45765918429903285,0.4196389858210123,0.5814917139571356,0.3743423748234673,0.5997549415597456,0.3439672743515201,0.42830789673534825,0.3760009671919665,0.3817968295564288,0.36018004226049244,0.13324435110104607,0.3386772997245495,0.45394219230442046,0.38371401835266217,0.126827519136099,0.29320859193699383,0.34855871004235195,0.43358429734849746,0.3742249515240613,0.29647730543391493,0.4207542200742469,0.517580486326175,0.4906836253277996,0.647495312024981,0.3340793722975359,0.22160610878076845,0.18563942967949904,0.4668269273132265,0.49206800438978965,0.5436181028903981,0.33540993964042237,0.5854320217590692,0.501790307215373,0.450503627362838,0.39311747309472117,0.4703776622539061,0.4757454342502445,0.301523168209352,0.6981831483211463,0.6674899540327541,0.294182670170828,0.4350229032253348,0.3446166931433656,0.3216731819675692,0.36679122338415326,0.3393660707491273,0.5535390912529929,0.5419401595229325,0.577781619197403,0.5765691745107107,0.3189741301994498,0.4237658998078857,0.4332099836906977,0.5174653756698788,0.37715793067078435,0.2938111641179584,0.530559277578982,0.4047131816780607,0.6559185135402152,0.4672141528073008,0.6255791640902576,0.30004791953328613,0.3295569097546061,0.5498355083531412,0.3264086581389719,0.6023627564660495,0.48437946052300423,DB00131
0.12645878469887886,0.3320683054902537,0.38816413069484246,0.2801249980885356,0.5704387802801678,0.19796746866861856,0.07175617661951984,0.44490366626206274,0.5261162737482858,0.43204764776946414,0.32591346164174584,0.6198188553950783,0.6781714783578113,0.5579068341696807,0.6036414212433396,0.581833335485335,0.21898057391882503,0.42696063341311946,0.4071956180673154,0.47518025870186514,0.43245776593195634,0.22326536194231314,0.43371527754860134,0.49311332128139695,0.45933961805968765,0.5105585465389825,0.5714651146098221,0.26270128590371233,0.19117649068632392,0.4777566946619147,0.3697072772739822,0.3686757322154905,0.36013789278352276,0.3704457816762683,0.4668528804696834,0.5442301519351238,0.4140416733791686,0.47633839334454464,0.3778890987329188,0.4550716712752943,0.37912704042803075,0.367266433058045,0.3460729559718967,0.20115453597810543,0.42636876669715745,0.5275847036907673,0.25719068714794474,0.24321812671881907,0.40033082127058717,0.38026810258878563,0.5106403978903656,0.4519590826962883,0.4645916822277817,0.4609701386135786,0.511446173890836,0.49623935285955817,0.32179004907373554,0.4729009302537746,0.3806098669152263,0.4392749892298233,0.44461425702704244,0.4548718214341691,0.6673636179626522,0.3686645063932925,0.6576771917964548,0.5451337620253067,0.39484999326179987,0.6426309976197492,0.31932570245440084,0.5687141256163354,0.3833459681397772,0.4906275478928205,0.3777877984722631,0.5521632185413473,0.5909047600336081,0.4086291720713717,0.3142617124953332,0.5887409164929306,0.5827551728177227,0.5324485347818504,0.5214314794853036,0.47738311251315446,0.32629699673575774,0.4028611631174085,0.6173951214308043,0.531147001866005,0.5710422706683773,0.4328008288589664,0.27517761860081513,0.5221779778582535,0.44889891797523546,0.3177864834680506,0.4976286186502575,0.33869374064431457,0.4587586593999586,0.45333268583674,0.4441194084034305,0.4909268170628039,0.4417663763958255,0.48266394681656827,DB00132
0.2098949696870067,0.09857573223095384,0.49176331610618673,0.20356800117335005,0.4668633227545153,0.3214493298413644,0.07028101948172293,0.6286327889930398,0.5513332148476998,0.303724826553586,0.25572280222646876,0.4701818791135639,0.4908251314960724,0.3608468910402078,0.3366328754683193,0.5116291384561106,0.6047970138451103,0.26151173201011896,0.5247409481135068,0.4938582458085504,0.607516288326172,0.2841468607266095,0.4272531393924278,0.4265854379005694,0.6007453195507418,0.5048338273932339,0.40219702149719644,0.18217412373305578,0.2130021633109053,0.44102330344298546,0.3909792027003779,0.5516722091103274,0.3645140268739345,0.38610561451910164,0.3888077106248567,0.4682971339541919,0.47687279937825444,0.4695683462054703,0.40359943000581355,0.32166918431248037,0.4352237986627435,0.40082906767641463,0.3650449945659792,0.18497497425169454,0.5423839866923146,0.49395933338323106,0.20475598245546542,0.11190295528280725,0.6217775522167,0.48035718009065287,0.5470858945454443,0.44263558596880875,0.29296270491570636,0.6249236505837723,0.33336345467581896,0.4422954852399608,0.5146308317298474,0.530041727166379,0.5309910677829601,0.4731829164481951,0.5065644502127162,0.3642444483035721,0.4051500294210551,0.40397437986608803,0.44307901138073247,0.49319158268361857,0.30579977752635357,0.3263015188465412,0.4640585103487673,0.40603188180769834,0.45925288873481523,0.5255498992450253,0.3782841097369247,0.5555789172600233,0.6077300384953355,0.46180321395182833,0.5455585582978202,0.46602662943909756,0.3630493433759225,0.23913829357580674,0.5351430211288241,0.4601116986480383,0.48950489496270533,0.45318406763211055,0.484159868589463,0.47441932896646094,0.39850477602301304,0.487046453262063,0.3708640852468583,0.5864533440828823,0.44531019681703904,0.41694410980271385,0.5286771191677762,0.6447041234661866,0.4023981559904777,0.42919518712081584,0.5365684143886624,0.4589636238914604,0.38912556233098594,0.36441684240781247,DB00136
