DB01236,2554.0,10
DB01236,79714.0,2
DB01236,2890.0,0
DB01236,2741.0,11
DB01236,27032.0,4
135650269,7226.0,7
135650269,2703.0,4
135650269,2700.0,4
135650269,125111.0,4
135650269,10052.0,4
135650269,343450.0,2
135650269,100126572.0,4
135650269,127534.0,4
135650269,2701.0,4
135650269,81025.0,4
135650269,29850.0,7
135650269,116337.0,4
135650269,84694.0,4
135650269,9033.0,7
135650269,10804.0,4
135650269,2707.0,4
135650269,375519.0,4
135650269,2702.0,4
135650269,56666.0,4
135650269,2697.0,4
135650269,349149.0,4
135650269,7224.0,7
135650269,219770.0,4
135650269,57369.0,4
135650269,55107.0,7
135650269,2709.0,4
135650269,2706.0,4
135650269,2705.0,4
135650269,24145.0,4
135650269,57165.0,4
135651426,54795.0,7
135651426,136.0,11
135651426,55361.0,4
135651426,134.0,11
135651426,140.0,11
135651426,135.0,11
135651426,55300.0,4
135650182,3354.0,11
135650182,3363.0,0
135650182,3351.0,11
135650182,3352.0,11
135650182,3355.0,11
135652247,6751.0,11
135652247,6755.0,11
135652247,6754.0,11
135652247,6753.0,11
135652247,6752.0,11
DB06216,1812.0,0
DB06216,148.0,0
DB06216,3356.0,0
DB06216,1814.0,0
DB06216,3358.0,0
DB06216,3357.0,0
DB06216,3362.0,0
DB06216,3269.0,0
DB06216,3350.0,0
DB06216,3361.0,0
DB06216,154.0,0
DB06216,151.0,0
DB06216,3351.0,0
DB06216,150.0,0
DB06216,153.0,0
DB06216,1813.0,0
DB06216,1815.0,0
DB06216,3274.0,0
DB06216,152.0,0
DB06216,3363.0,0
DB00605,5742.0,4
DB00605,11251.0,0
DB00605,5743.0,4
DB00605,231.0,4
DB00605,57016.0,4
DB00605,5595.0,4
CHEMBL1628502,59284.0,3
CHEMBL1628502,10368.0,3
CHEMBL1628502,8911.0,3
CHEMBL1628502,785.0,3
CHEMBL1628502,782.0,3
CHEMBL1628502,773.0,3
CHEMBL1628502,778.0,3
CHEMBL1628502,786.0,3
CHEMBL1628502,8912.0,3
CHEMBL1628502,776.0,3
CHEMBL1628502,779.0,3
CHEMBL1628502,784.0,3
CHEMBL1628502,777.0,3
CHEMBL1628502,93589.0,3
CHEMBL1628502,783.0,3
CHEMBL1628502,775.0,3
CHEMBL1628502,10369.0,3
CHEMBL1628502,781.0,3
CHEMBL1628502,55799.0,3
CHEMBL1628502,8913.0,3
CHEMBL1628502,27091.0,3
CHEMBL1628502,27092.0,3
CHEMBL1628502,774.0,3
CHEMBL1628502,59285.0,3
CHEMBL1628502,9254.0,3
135651418,79001.0,4
135651418,5915.0,11
135651418,5914.0,11
135651418,5916.0,11
135651418,6258.0,11
135651418,6256.0,11
CHEMBL3559672,152.0,0
CHEMBL3559672,148.0,0
CHEMBL3559672,151.0,0
CHEMBL3559672,147.0,0
CHEMBL3559672,150.0,0
CHEMBL463981,83464.0,4
CHEMBL463981,51107.0,4
CHEMBL463981,5663.0,4
CHEMBL463981,23385.0,4
CHEMBL463981,8081.0,4
CHEMBL463981,55851.0,4
CHEMBL101253,3815.0,4
CHEMBL101253,5159.0,4
CHEMBL101253,2321.0,4
CHEMBL101253,5156.0,4
CHEMBL101253,1436.0,4
CHEMBL101253,2324.0,4
CHEMBL101253,3791.0,4
CHEMBL1200586,6323.0,7
CHEMBL1200586,6331.0,7
CHEMBL1200586,6336.0,7
CHEMBL1200586,6326.0,7
CHEMBL1200586,6332.0,7
CHEMBL1200586,6328.0,7
CHEMBL1200586,6335.0,7
CHEMBL1200586,6329.0,7
CHEMBL1200586,6334.0,7
CHEMBL1200586,11280.0,7
CHEMBL1922094,5296.0,4
CHEMBL1922094,8503.0,4
CHEMBL1922094,5294.0,4
CHEMBL1922094,5293.0,4
CHEMBL1922094,5290.0,4
CHEMBL1922094,5295.0,4
CHEMBL1922094,2475.0,4
CHEMBL1922094,5291.0,4
CHEMBL1922094,23533.0,4
CHEMBL2103847,7512.0,4
CHEMBL2103847,290.0,4
CHEMBL2103847,6051.0,4
CHEMBL2103847,51752.0,4
CHEMBL2103847,23173.0,4
CHEMBL2103847,57140.0,4
CHEMBL2103847,254042.0,4
CHEMBL2103847,9520.0,4
CHEMBL2103847,84909.0,4
CHEMBL2103847,206338.0,4
CHEMBL2103847,10988.0,4
CHEMBL2103847,7511.0,4
CHEMBL2103847,63929.0,4
CHEMBL2103847,51056.0,4
CHEMBL2103847,64167.0,4
CHEMBL2103847,23549.0,4
CHEMBL2103847,79716.0,4
CHEMBL2103847,2028.0,4
CHEMBL2103847,4012.0,4
DB14548,334.0,6
DB14548,3053.0,11
DB14548,6407.0,13
DB14548,338.0,6
DB14548,26330.0,5
DB14548,714.0,3
DB14548,5265.0,6
DB14548,5005.0,5
DB14548,55869.0,13
DB14548,2160.0,2
DB14548,9973.0,13
DB14548,4193.0,5
DB14548,1370.0,13
DB14548,79184.0,13
DB14548,1356.0,6
DB14548,12.0,5
DB14548,351.0,6
DB14548,5034.0,5
DB14548,2923.0,5
DB14548,226.0,6
DB14548,4489.0,5
DB14548,6647.0,13
DB14548,6279.0,3
DB14548,3699.0,5
DB14548,3562.0,5
DB14548,721.0,3
DB14548,114770.0,5
DB14548,333.0,6
DB14548,727.0,6
DB14548,4830.0,4
DB14548,2023.0,5
DB14548,197.0,3
DB14548,3697.0,5
DB14548,348.0,0
DB14548,2243.0,5
DB14548,2741.0,4
DB14548,715.0,3
DB14548,7167.0,5
DB14548,3700.0,5
DB14548,2099.0,5
DB14548,9759.0,13
DB14548,7284.0,13
DB14548,5723.0,5
DB14548,5052.0,5
